# Data for Scalar_TM code: First function
# Col #1 chi 
# Col #1 Abs(x_0-d) 
# Col #2 Number of points per loop 
# Col #3 Total Number of trajectories 
# Col #4 Analytical efficiency 
# Col #5 Numerical efficiency 
# Col #6 Numerical efficiency error 

 0.10000000E+001	 0.16000000E-002	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.98185437E+004	 0.14488596E+003	 0.10000000E+005
 0.10000000E+001	 0.80000000E-002	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.78805110E+002	 0.12418227E+001	 0.10000000E+005
 0.10000000E+001	 0.40000000E-001	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.64960472E+000	 0.10244954E-001	 0.10000000E+005
 0.10000000E+001	 0.20000000E+000	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.49843441E-002	 0.76644404E-004	 0.10000000E+005
 0.10000000E+001	 0.10000000E+001	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.39482635E-004	 0.63353291E-006	 0.10000000E+005
 0.10000000E+001	 0.50000000E+001	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.31655175E-006	 0.47972267E-008	 0.10000000E+005
 0.10000000E+001	 0.25000000E+002	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.25495454E-008	 0.40789895E-010	 0.10000000E+005
 0.10000000E+001	 0.12500000E+003	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.20697582E-010	 0.32771517E-012	 0.10000000E+005
 0.10000000E+001	 0.62500000E+003	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.16132710E-012	 0.23846210E-014	 0.10000000E+005
 0.10000000E+001	 0.31250000E+004	 0.10000000E+004	 0.10000000E+005	 0.00000000E+000	 0.12871620E-014	 0.19276872E-016	 0.10000000E+005
